date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:12	125761/125761	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:11%20GMT	https://drivenxdesign.com/d100/news.asp	drivenxdesign.com/d100/news.html	(from https://drivenxdesign.com/d100/)
19:21:15	93045/93045	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:13%20GMT	https://drivenxdesign.com/d100/news.asp?tag=BeyondCOVID	drivenxdesign.com/d100/newsbdcb.html	(from https://drivenxdesign.com/d100/)
19:21:15	102269/102269	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:15%20GMT	https://drivenxdesign.com/d100/news.asp?tag=BetterFuture	drivenxdesign.com/d100/news465a.html	(from https://drivenxdesign.com/d100/)
19:21:18	94257/94257	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:17%20GMT	https://drivenxdesign.com/d100/news.asp?tag=Champion	drivenxdesign.com/d100/newsefe9.html	(from https://drivenxdesign.com/d100/)
19:21:19	92855/92855	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:16%20GMT	https://drivenxdesign.com/d100/news.asp?tag=MFP	drivenxdesign.com/d100/news660e.html	(from https://drivenxdesign.com/d100/)
19:21:21	81448/81448	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:20%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=56227	drivenxdesign.com/d100/news_detailsb915.html	(from https://drivenxdesign.com/d100/)
19:21:23	108612/108612	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:22%20GMT	https://drivenxdesign.com/d100/projects.asp	drivenxdesign.com/d100/projects.html	(from https://drivenxdesign.com/d100/)
19:21:25	108846/108846	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:24%20GMT	https://drivenxdesign.com/d100/interviews.asp	drivenxdesign.com/d100/interviews.html	(from https://drivenxdesign.com/d100/)
19:21:25	108642/108642	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:25%20GMT	https://drivenxdesign.com/d100/projects.asp?d=digital	drivenxdesign.com/d100/projects6041.html	(from https://drivenxdesign.com/d100/)
19:21:29	108657/108657	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:27%20GMT	https://drivenxdesign.com/d100/projects.asp?d=Architecture	drivenxdesign.com/d100/projects8930.html	(from https://drivenxdesign.com/d100/)
19:21:29	108665/108665	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:28%20GMT	https://drivenxdesign.com/d100/projects.asp?d=product%20design	drivenxdesign.com/d100/projects5fd4.html	(from https://drivenxdesign.com/d100/)
19:21:31	108668/108668	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:31%20GMT	https://drivenxdesign.com/d100/projects.asp?d=interior%20design	drivenxdesign.com/d100/projects855c.html	(from https://drivenxdesign.com/d100/)
19:21:33	108665/108665	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:32%20GMT	https://drivenxdesign.com/d100/projects.asp?d=graphic%20design	drivenxdesign.com/d100/projects5c59.html	(from https://drivenxdesign.com/d100/)
19:21:34	91749/91749	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:34%20GMT	https://drivenxdesign.com/d100/projects.asp?d=service%20design	drivenxdesign.com/d100/projects4764.html	(from https://drivenxdesign.com/d100/)
19:21:36	99657/99657	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:35%20GMT	https://drivenxdesign.com/d100/projects.asp?d=Urban%20Design	drivenxdesign.com/d100/projects2ba4.html	(from https://drivenxdesign.com/d100/)
19:21:37	98949/98949	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:36%20GMT	https://drivenxdesign.com/d100/projects.asp?d=Landscape%20Design	drivenxdesign.com/d100/projectsf125.html	(from https://drivenxdesign.com/d100/)
19:21:39	97686/97686	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:38%20GMT	https://drivenxdesign.com/d100/projects.asp?d=Lighting%20Design	drivenxdesign.com/d100/projects7ca3.html	(from https://drivenxdesign.com/d100/)
19:21:40	96229/96229	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:39%20GMT	https://drivenxdesign.com/d100/projects.asp?d=wayfinding	drivenxdesign.com/d100/projects6bba.html	(from https://drivenxdesign.com/d100/)
19:21:42	102009/102009	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:41%20GMT	https://drivenxdesign.com/d100/projects.asp?d=Event%20Experience	drivenxdesign.com/d100/projects57c9.html	(from https://drivenxdesign.com/d100/)
19:21:42	107752/107752	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:42%20GMT	https://drivenxdesign.com/d100/projects.asp?d=advertising	drivenxdesign.com/d100/projects5ddb.html	(from https://drivenxdesign.com/d100/)
19:21:44	97517/97517	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:43%20GMT	https://drivenxdesign.com/d100/projects.asp?d=Film,%20Video,%20Viral	drivenxdesign.com/d100/projectsb6c2.html	(from https://drivenxdesign.com/d100/)
19:21:46	93880/93880	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:45%20GMT	https://drivenxdesign.com/d100/projects.asp?d=textile	drivenxdesign.com/d100/projects3df3.html	(from https://drivenxdesign.com/d100/)
19:21:46	59319/59319	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:46%20GMT	https://drivenxdesign.com/d100/page.asp?assetid=17567	drivenxdesign.com/d100/pagea7b8.html	(from https://drivenxdesign.com/d100/)
19:21:49	63141/63141	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:48%20GMT	https://drivenxdesign.com/d100/advisorypanel.asp	drivenxdesign.com/d100/advisorypanel.html	(from https://drivenxdesign.com/d100/)
19:21:50	59918/59918	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:50%20GMT	https://drivenxdesign.com/d100/page.asp?assetid=27846	drivenxdesign.com/d100/page0212.html	(from https://drivenxdesign.com/d100/)
19:21:51	79461/79461	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:50%20GMT	https://drivenxdesign.com/d100/page.asp?assetid=17387	drivenxdesign.com/d100/pagec818.html	(from https://drivenxdesign.com/d100/)
19:21:53	120428/120428	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:52%20GMT	https://drivenxdesign.com/d100/default.asp	drivenxdesign.com/d100/default-2.html	(from https://drivenxdesign.com/d100/)
19:21:54	0/0	---M--	404	error ('File%20Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2017:21:53%20GMT	https://drivenxdesign.com/d100/'/src/pages/portal/stacked_content.tpl.html'	drivenxdesign.com/d100/'/src/pages/portal/stacked_content.tpl.html'	(from https://drivenxdesign.com/d100/)
19:21:55	54426/54426	---M--	200	added ('OK')	image/png	etag:%22d0f518ae291dd61:0%22	https://drivenxdesign.com/d100/images/DrivenxDesign-identity.png	drivenxdesign.com/d100/images/DrivenxDesign-identity.png	(from https://drivenxdesign.com/d100/)
19:21:55	78288/78288	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:55%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=83940	drivenxdesign.com/d100/news_detailsd218.html	(from https://drivenxdesign.com/d100/)
19:21:58	71167/71167	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:57%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=83569	drivenxdesign.com/d100/news_details8971.html	(from https://drivenxdesign.com/d100/)
19:21:58	71349/71349	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:58%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=83180	drivenxdesign.com/d100/news_detailsc2dc.html	(from https://drivenxdesign.com/d100/)
19:22:00	70486/70486	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:21:59%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=83176	drivenxdesign.com/d100/news_details5d76.html	(from https://drivenxdesign.com/d100/)
19:22:01	71299/71299	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:00%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=82641	drivenxdesign.com/d100/news_details32a0.html	(from https://drivenxdesign.com/d100/)
19:22:02	87828/87828	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:01%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=82468	drivenxdesign.com/d100/news_details6eb8.html	(from https://drivenxdesign.com/d100/)
19:22:02	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:02%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/)
19:22:03	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:03%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/)
19:22:04	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:04%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20422	drivenxdesign.com/d100/projectc773.asp	(from https://drivenxdesign.com/d100/)
19:22:05	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:04%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20422	drivenxdesign.com/d100/projectc773.asp	(from https://drivenxdesign.com/d100/)
19:22:06	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:05%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20553	drivenxdesign.com/d100/projectb339.asp	(from https://drivenxdesign.com/d100/)
19:22:07	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:06%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20553	drivenxdesign.com/d100/projectb339.asp	(from https://drivenxdesign.com/d100/)
19:22:07	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:07%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20439	drivenxdesign.com/d100/project1d78.asp	(from https://drivenxdesign.com/d100/)
19:22:08	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:08%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20439	drivenxdesign.com/d100/project1d78.asp	(from https://drivenxdesign.com/d100/)
19:22:09	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:09%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20541	drivenxdesign.com/d100/projectbaff.asp	(from https://drivenxdesign.com/d100/)
19:22:09	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:09%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20541	drivenxdesign.com/d100/projectbaff.asp	(from https://drivenxdesign.com/d100/)
19:22:10	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:10%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20491	drivenxdesign.com/d100/project4cf5.asp	(from https://drivenxdesign.com/d100/)
19:22:11	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:11%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20491	drivenxdesign.com/d100/project4cf5.asp	(from https://drivenxdesign.com/d100/)
19:22:12	69525/69525	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:12%20GMT	https://drivenxdesign.com/d100/news_details.asp?AssetId=73493	drivenxdesign.com/d100/news_details75c0.html	(from https://drivenxdesign.com/d100/)
19:22:14	98792/98792	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:13%20GMT	https://drivenxdesign.com/d100/search.asp?studio=transpire	drivenxdesign.com/d100/searchadc3.html	(from https://drivenxdesign.com/d100/)
19:22:16	110131/110131	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:16%20GMT	https://drivenxdesign.com/d100/search.asp?studio=luminary	drivenxdesign.com/d100/searche72f.html	(from https://drivenxdesign.com/d100/)
19:22:17	102962/102962	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:17%20GMT	https://drivenxdesign.com/d100/search.asp?studio=a%2B%20design%20group&showFeatures=0&showNews=0	drivenxdesign.com/d100/searche46a.html	(from https://drivenxdesign.com/d100/)
19:22:19	99193/99193	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:18%20GMT	https://drivenxdesign.com/d100/search.asp?studio=k20%20Architecture&showFeatures=0&showNews=0	drivenxdesign.com/d100/search81b8.html	(from https://drivenxdesign.com/d100/)
19:22:20	95362/95362	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:20%20GMT	https://drivenxdesign.com/d100/search.asp?studio=adidas&showFeatures=0&showNews=0	drivenxdesign.com/d100/searchaa52.html	(from https://drivenxdesign.com/d100/)
19:22:22	102976/102976	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:21%20GMT	https://drivenxdesign.com/d100/search.asp?studio=charlwood&showFeatures=0&showNews=0	drivenxdesign.com/d100/search6acc.html	(from https://drivenxdesign.com/d100/)
19:22:23	102470/102470	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:23%20GMT	https://drivenxdesign.com/d100/search.asp?studio=payce	drivenxdesign.com/d100/search89ae.html	(from https://drivenxdesign.com/d100/)
19:22:25	101900/101900	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:24%20GMT	https://drivenxdesign.com/d100/search.asp?studio=azbcreative&showFeatures=0&showNews=0	drivenxdesign.com/d100/searchd6d1.html	(from https://drivenxdesign.com/d100/)
19:22:26	96051/96051	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:26%20GMT	https://drivenxdesign.com/d100/search.asp?studio=biasol&showFeatures=0&showNews=0	drivenxdesign.com/d100/search6790.html	(from https://drivenxdesign.com/d100/)
19:22:28	99141/99141	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:27%20GMT	https://drivenxdesign.com/d100/search.asp?studio=microsoft&showFeatures=0&showNews=0	drivenxdesign.com/d100/searchb0d8.html	(from https://drivenxdesign.com/d100/)
19:22:29	98490/98490	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:29%20GMT	https://drivenxdesign.com/d100/search.asp?studio=Foster%20%2B%20Partners&showFeatures=0&showNews=0	drivenxdesign.com/d100/search1ea2.html	(from https://drivenxdesign.com/d100/)
19:22:31	95458/95458	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:30%20GMT	https://drivenxdesign.com/d100/search.asp?studio=Skidmore%2C%20Owings%20%26%20Merrill%20LLP&showFeatures=0&showNews=0	drivenxdesign.com/d100/searchff5d.html	(from https://drivenxdesign.com/d100/)
19:22:32	95756/95756	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:32%20GMT	https://drivenxdesign.com/d100/search.asp?studio=Transport%20for%20London&showFeatures=0&showNews=0	drivenxdesign.com/d100/search253c.html	(from https://drivenxdesign.com/d100/)
19:22:34	97436/97436	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:33%20GMT	https://drivenxdesign.com/d100/search.asp?studio=Gensler&showFeatures=0&showNews=0	drivenxdesign.com/d100/search24ed.html	(from https://drivenxdesign.com/d100/)
19:22:34	0/0	---M--	404	error ('File%20Not%20Found')	text/html	date:Tue,%2006%20Oct%202020%2017:22:34%20GMT	https://drivenxdesign.com/d100/drivenxdesign	drivenxdesign.com/d100/drivenxdesign	(from https://drivenxdesign.com/d100/)
19:22:35	74416/74416	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:35%20GMT	https://drivenxdesign.com/d100/page.asp?assetid=17070	drivenxdesign.com/d100/pageb04f.html	(from https://drivenxdesign.com/d100/)
19:22:36	60592/60592	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:36%20GMT	https://drivenxdesign.com/d100/page.asp?assetid=18343	drivenxdesign.com/d100/page7337.html	(from https://drivenxdesign.com/d100/)
19:22:37	81525/81525	---M--	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202020%2017:22:36%20GMT	https://drivenxdesign.com/d100/page.asp?assetid=17570	drivenxdesign.com/d100/page6ec4.html	(from https://drivenxdesign.com/d100/)
19:22:37	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:37%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:38	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:38%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:38	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:38%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20422	drivenxdesign.com/d100/projectc773.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:39	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:39%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20422	drivenxdesign.com/d100/projectc773.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:39	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:39%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20553	drivenxdesign.com/d100/projectb339.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:41	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:41%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20553	drivenxdesign.com/d100/projectb339.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:41	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:41%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20439	drivenxdesign.com/d100/project1d78.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:42	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:42%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20439	drivenxdesign.com/d100/project1d78.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:42	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:42%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20541	drivenxdesign.com/d100/projectbaff.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:43	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:43%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20541	drivenxdesign.com/d100/projectbaff.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:44	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:44%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20491	drivenxdesign.com/d100/project4cf5.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:44	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:44%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20491	drivenxdesign.com/d100/project4cf5.asp	(from https://drivenxdesign.com/d100/Default.asp)
19:22:45	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:45%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:45	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:45%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:46	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:46%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20422	drivenxdesign.com/d100/projectc773.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:46	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:46%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20422	drivenxdesign.com/d100/projectc773.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:47	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:47%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20553	drivenxdesign.com/d100/projectb339.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:48	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:48%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20553	drivenxdesign.com/d100/projectb339.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:48	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:48%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20439	drivenxdesign.com/d100/project1d78.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:49	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:49%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20439	drivenxdesign.com/d100/project1d78.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:49	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:49%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20541	drivenxdesign.com/d100/projectbaff.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:50	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:50%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20541	drivenxdesign.com/d100/projectbaff.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:51	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:51%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20491	drivenxdesign.com/d100/project4cf5.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:51	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:51%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20491	drivenxdesign.com/d100/project4cf5.asp	(from https://drivenxdesign.com/d100/faq.asp)
19:22:52	148/148	---M--	302	error ('Object%20moved')	text/html	date:Tue,%2006%20Oct%202020%2017:22:52%20GMT	https://drivenxdesign.com/d100/project.asp?ID=20464	drivenxdesign.com/d100/project8cd0.asp	(from https://drivenxdesign.com/d100/page.asp?assetid=17734)
